parentCompany,businessName,businessType,expires,street,city,state,zip,Latitude,Longitude,Accuracy Score,Street,City,State,County,Zip
L A C D INC,COTTONWOOD WINE & SPIRITS LTD,Liquor Store (city), 04/19/2016,17914 COTTONWOOD DRIVE,Parker,CO,801343939,39.558028428571,-104.78119085714,1,17914 Cottonwood Dr,Parker,CO,Douglas County,80134
MAINSTREET LIQUOR LLC,MAINSTREET LIQUOR,Liquor Store (city), 05/21/2016,10970 S PARKER RD UNIT A-6-8,Parker,CO,80134,39.521111140351,-104.7655997193,1,10970 S Parker Rd,Parker,CO,Douglas County,80134
PARKER LIQUOR COMPANY INC,COSTCO LIQUORS AT PARKER,Liquor Store (city), 04/23/2016,18410 COTTONWOOD DR,Parker,CO,80138,39.556103,-104.781825,0.8, Cottonwood Way,Parker,CO,Douglas County,80134
PARKER SPIRITS & WINE INC,PARKER PAYLESS LIQUORS,Liquor Store (city), 09/01/2015,9749 S PARKER ROAD,Parker,CO,801348813,39.506554782178,-104.76322612871,1,9749 S Parker Rd,Parker,CO,Douglas County,80134
S & A LIQUOR INC,PINE LANE DISCOUNT LIQUORS,Liquor Store (city), 09/24/2015,12543 HWY 83 #200,Parker,CO,80134,39.544355333333,-104.77209512121,1,12543 State Hwy,Parker,CO,Douglas County,80134
STROH RANCH LIQUORS INC,STROH RANCH LIQUORS,Liquor Store (city), 10/08/2015,12939 S PARKER RD,Parker,CO,80134,39.550220090909,-104.77540736364,1,12939 S Parker Rd,Parker,CO,Douglas County,80134
TOMMYLONG INC,STONEGATE WINE & SPIRITS,Liquor Store (city), 08/11/2015,16522 KEYSTONE BLVD #D,Parker,CO,80134,39.530535,-104.80089,1,16522 Keystone Blvd,Parker,CO,Douglas County,80134
WILD YANKEE ENTERPRISES LLC,WILD YANKEE LIQUOR,Liquor Store (city), 05/17/2016,17002 MAINSTREET UNIT D,Parker,CO,80134,39.517989,-104.757558,0.8, E Main St,Parker,CO,Douglas County,80138
SINGING HILLS LIQUOR LLC,SINGING HILLS LIQUOR,Liquor Store (county), 10/15/2015,475 SINGING HILLS ROAD UNIT A,Parker,CO,80138,39.463416,-104.654018,0.9,475 Co Rd,Parker,CO,Douglas County,80138
MEICK PAM,D&J PACKAGE,Liquor Store (city), 06/10/2016,620 MAIN,Peetz,CO,80747,40.96210444898,-103.11352402041,1,620 Main St,Peetz,CO,Logan County,80747
CAT'S CORNER LLC,CAT'S CORNER,Liquor Store (county), 08/24/2015,411 BROADWAY,Penrose,CO,812409040,38.424847061224,-105.02254734694,1,411 Broadway St,Penrose,CO,Fremont County,81240
KWIK STOP LIQUOR LLC,APPLE VALLEY LIQUOR,Liquor Store (county), 05/08/2016,930 HWY 115,Penrose,CO,81240,38.454309,-105.01393,1,930 State Hwy,Penrose,CO,Fremont County,81240
MAGGIE'S GENERAL STORE LLC,STAGECOACH WINE AND LIQUOR,Liquor Store (county), 04/23/2016,18880 US HWY 24,Peyton,CO,80831,39.026429,-104.478503,1,18880 Us Hwy,Peyton,CO,El Paso County,80831
PLAINS MARKET & LIQUOR INC,PLAINS MARKET & LIQUOR,Liquor Store (city), 12/14/2015,139 W MAIN ST,Pierce,CO,80650,40.635457105263,-104.75426768421,0.9,139 Main St,Pierce,CO,Weld County,80650
ALPINE LIQUORS INC,ALPINE LIQUORS,Liquor Store (county), 08/04/2016,34355 HWY 285,Pine,CO,80470,39.466412918367,-105.39397777551,1,34355 Us Hwy,Pine,CO,Jefferson County,80470
L & C INC,LONG'S LIQUOR STORE,Liquor Store (county), 08/18/2016,67348 HWY 285 UNIT B,Pine,CO,80470,39.464172028301,-105.39834096555,1,67348 Us Hwy,Pine,CO,Jefferson County,80470
MEG'S ELK CREEK SPIRITS LLC,MEGS ELK CREEK SPIRITS,Liquor Store (county), 04/01/2016,316 MOUNT EVANS BLVD UNIT 1,PINE,CO,804707956,39.476994,-105.406688,0.8, Co Rd,Pine,CO,Jefferson County,80470
MCCLUER CYNTHIA L,M&M MERCANTILE,Liquor Store (county), 03/04/2016,240 FRONT ST,Placerville,CO,81430,38.016404469388,-108.05308381633,1,240 Front St,Placerville,CO,San Miguel County,81430
ALL LIQUORS INC,PLATTEVILLE LIQUORS,Liquor Store (city), 08/20/2015,306 GRAND AVE,Platteville,CO,80651,40.217333489362,-104.82164944681,0.9,306 Grand Ave,Platteville,CO,Weld County,80651
COLORADO'S OWN LIQUOR LLC,COLORADO'S OWN,Liquor Store (county), 02/07/2016,26070 HWY 491,Pleasant View,CO,81331,37.589077285714,-108.76551957143,0.9,26070 Us Hwy,Pleasant View,CO,Montezuma County,81331
MOOKIE INC,4 ALARM LIQUORS,Liquor Store (city), 12/25/2015,10017 W HWY 50,Poncha Springs,CO,81242,38.515908928571,-106.06767780357,0.8,10017 W Us Hwy,Poncha Springs,CO,Chaffee County,81242
BIG BEAR WINE & LIQUOR INC,BIG BEAR WINE & LIQUOR,Liquor Store (city), 11/20/2015,2037 S PUEBLO BLVD,PUEBLO,CO,810052577,38.233110962963,-104.66239077778,1,2037 S Pueblo Blvd,Pueblo,CO,Pueblo County,81005
BOLSA INVESTMENTS INC,PRAIRIE LIQUORS,Liquor Store (city), 01/31/2016,1659 S PRAIRIE AVE,PUEBLO,CO,810052310,38.315917,-104.636614,0.8, North Dr,Pueblo,CO,Pueblo County,81008
CHO CHA LLC,SHANTY LIQUORS,Liquor Store (city), 11/18/2015,2212 E 4TH ST,Pueblo,CO,810014241,38.271700921569,-104.56925598039,1,2212 E 4th St,Pueblo,CO,Pueblo County,81001
CJEM LLC,80/TWENTY WINES,Liquor Store (city), 11/23/2015,415 N GREENWOOD STE C,PUEBLO,CO,810033172,38.271141285714,-104.61310028571,1,415 N Greenwood St,Pueblo,CO,Pueblo County,81003
EASTSIDE WINE & LIQUOR INC,EASTSIDE WINE & LIQUOR INC,Liquor Store (city), 04/14/2016,723 E 4TH ST,PUEBLO,CO,810013926,38.270887408163,-104.59790214286,1,723 E 4th St,Pueblo,CO,Pueblo County,81001
GAUNA PAUL GAUNA CHARLENE,GAUNA'S WEST SIDE LIQUOR,Liquor Store (city), 03/09/2016,2201 W 16TH,PUEBLO,CO,810031135,38.281687,-104.644393,1,2201 W 16th St,Pueblo,CO,Pueblo County,81003
HANARI INC,PUEBLO LIQUOR,Liquor Store (city), 07/22/2015,1210 S PRAIRIE AVE,PUEBLO,CO,810052060,38.315917,-104.636614,0.8, North Dr,Pueblo,CO,Pueblo County,81008
HANCOR INVESTMENTS INC,J.R.'S LIQUOR,Liquor Store (city), 12/02/2015,721 N GRAND AVE,PUEBLO,CO,810033011,38.2735765,-104.61164075,1,721 N Grand Ave,Pueblo,CO,Pueblo County,81003
HERCULES ENTERPRISES  INC,HERCULES LIQUOR,Liquor Store (city), 01/01/2016,112 BROADWAY,Pueblo,CO,810044203,38.2584565,-104.6203895,1,112 Broadway Ave,Pueblo,CO,Pueblo County,81004
HMC LLC,POWDER KEG LIQUORS,Liquor Store (city), 02/25/2016,2001 E EVANS AVE,PUEBLO,CO,810043737,38.233278,-104.614879,1,2001 E Evans Ave,Pueblo,CO,Pueblo County,81004
IN FAMILY ENTERPRISE LLC,PUEBLO BLVD DISCOUNT LIQUOR,Liquor Store (city), 09/20/2015,1616 W PUEBLO BLVD,Pueblo,CO,810043868,38.218617606061,-104.63997887879,1,1616 W Pueblo Blvd,Pueblo,CO,Pueblo County,81004
JAMES MICHAEL RICCARDI,MESA JUNCTION WINE & SPIRITS,Liquor Store (city), 12/08/2015,105 COLORADO BLVD,Pueblo,CO,81004,38.259544,-104.6215,1,105 Colorado Ave,Pueblo,CO,Pueblo County,81004
JUN'S INC,NORWOOD DISCOUNT LIQUORS,Liquor Store (city), 05/05/2016,2103 N NORWOOD,Pueblo,CO,810012136,38.286910265306,-104.58535446939,1,2103 N Norwood Ave,Pueblo,CO,Pueblo County,81001
K & D ENTERPRISES  INC,TROY VILLAGE LIQUOR,Liquor Store (city), 12/22/2015,1732 CONSTITUTION,Pueblo,CO,810012202,38.288190580402,-104.57439156281,0.8,1732 Constitution Rd,Pueblo,CO,Pueblo County,81001
KUM & GO LIQUOR LLC,BARREL BROTHERS LIQUOR,Liquor Store (city), 02/22/2016,2815 W PUEBLO BLVD,Pueblo,CO,810053182,38.220344846154,-104.64464461538,0.9,2815 State Hwy,Pueblo,CO,Pueblo County,81005
KWON'S LIQUOR INC,LANG'S LIQUOR,Liquor Store (city), 08/22/2016,2143 JERRY MURPHY RD,PUEBLO,CO,810011262,38.3065995,-104.59836125,1,2143 Jerry Murphy Rd,Pueblo,CO,Pueblo County,81001
"LAKE PUEBLO LIQUORS, LLC",LAKE PUEBLO LIQUORS,Liquor Store (city), 05/05/2016,4315 THATCHER AVENUE,Pueblo,CO,81005,38.25836837037,-104.66581187037,0.9,4315 State Hwy,Pueblo,CO,Pueblo County,81005
LAST STOP LIQUOR INC,LAST STOP LIQUOR,Liquor Store (city), 03/02/2016,609 W 29TH ST,Pueblo,CO,810081115,38.298102571429,-104.61539842857,0.9,609 W 29th St,Pueblo,CO,Pueblo County,81008
LOCO LIQUORS INC,LOCO WINES & LIQUORS,Liquor Store (city), 11/17/2015,125 S SANTA FE,PUEBLO,CO,810034218,38.245467,-104.561275,0.8, Santa Fe Dr,Pueblo,CO,Pueblo County,81006
M & M MIDTOWN LIQUOR LLC,M & M MIDTOWN LIQUOR,Liquor Store (city), 09/17/2015,905 W 4TH ST,Pueblo,CO,81003,38.270796,-104.601152,0.8, E 4th St,Pueblo,CO,Pueblo County,81003
MARLIN ASSOCIATES LLC,COCO-MAN'S LIQUOR,Liquor Store (city), 11/15/2015,1908-1910 E 4TH ST,Pueblo,CO,810014149,38.271473909091,-104.57658537374,1,1908-1910 E 4th St,Pueblo,CO,Pueblo County,81001
NAVA EZEQUIEL,ZEKES LAKE AVENUE LIQUOR,Liquor Store (city), 07/16/2016,2601 LAKE AVE,Pueblo,CO,810043826,38.224609,-104.625141,1,2601 Lake Ave,Pueblo,CO,Pueblo County,81004
NICKS GOOD TIME LIQUOR INC,NICKS GOOD TIME LIQUOR,Liquor Store (city), 07/09/2016,3637 BALTIMORE AVENUE,Pueblo,CO,81008,38.309236809524,-104.63542109524,0.9,3637 Baltimore Ave,Pueblo,CO,Pueblo County,81008
NORTH PUEBLO LIQUOR MART LLC,NORTH PUEBLO LIQUOR MART,Liquor Store (city), 06/21/2015,412 EAGLERIDGE BLVD,PUEBLO,CO,810082100,38.3203778,-104.6173252,1,412 Eagleridge Blvd,Pueblo,CO,Pueblo County,81008
NORTHERN AVENUE LIQUORS INC,NORTHERN AVENUE LIQUORS INC,Liquor Store (city), 02/13/2016,213 W NORTHERN AVE,Pueblo,CO,810043107,38.244113,-104.61278104082,1,213 W Northern Ave,Pueblo,CO,Pueblo County,81004
OSCAR'S LIQUOR LANE LLC,OSCAR'S LIQUOR,Liquor Store (city), 06/23/2016,838 S PRAIRIE AVE,Pueblo,CO,810051779,38.315917,-104.636614,0.8, North Dr,Pueblo,CO,Pueblo County,81008
REGENCY LIQUOR INC,REGENCY LIQUOR,Liquor Store (city), 06/26/2016,25 RED CREEK SPRINGS RD,PUEBLO,CO,810051804,38.24714925,-104.6632115,0.9,25 Red Creek Springs Rd E,Pueblo,CO,Pueblo County,81005
SL PUEBLO LLC,EAGLE LIQUORS,Liquor Store (city), 02/10/2016,1020 EAGLERIDGE BLVD,Pueblo,CO,810082130,38.320446306122,-104.62214021429,0.8,1020 Eagleridge Blvd,Pueblo,CO,Pueblo County,81008
SPANKY'S WINE & LIQUOR LLC,SPANKY'S LIQUOR WORLD,Liquor Store (city), 11/20/2015,1415 HWY 50 W,Pueblo,CO,81008,38.308974322727,-104.62709126364,0.7,1415 Us Hwy,Pueblo,CO,Pueblo County,81008
THKIMS INC,BONNY HY-LAND LIQUOR,Liquor Store (city), 03/06/2016,1114 BONFORTE BLVD,Pueblo,CO,810011805,38.287679927083,-104.59632770833,1,1114 Bonforte Blvd,Pueblo,CO,Pueblo County,81001
TITO FLAMES INC,FLAME LIQUORS,Liquor Store (city), 09/17/2015,2225 LAKE AVENUE,Pueblo,CO,810043818,38.229177530612,-104.62515906122,1,2225 Lake Ave,Pueblo,CO,Pueblo County,81004
VILLAGE WINE & SPIRITS INC,VILLAGE WINE & SPIRITS,Liquor Store (city), 05/23/2016,3037 N ELIZABETH ST,Pueblo,CO,810081137,38.29988295302,-104.6152858255,0.9,3037 N Elizabeth St,Pueblo,CO,Pueblo County,81008
VINTAGE WINE & LIQUORS  INC,DOUBLE BARREL WINE  & LIQUOR,Liquor Store (city), 12/02/2015,1765 S PUEBLO BLVD,Pueblo,CO,810052103,38.237406333333,-104.6624075,1,1765 S Pueblo Blvd,Pueblo,CO,Pueblo County,81005
BEE/MAC INVESTMENTS LLC,BAXTER LIQUOR,Liquor Store (county), 05/16/2016,31298 EAST HWY 96,PUEBLO,CO,81006,38.274799353665,-104.50539609777,0.8,31298 State Hwy,Pueblo,CO,Pueblo County,81001
D & T VINELAND LIQUOR LLC,VINELAND LIQUOR,Liquor Store (county), 04/24/2016,34158 HWY 50 E,Pueblo,CO,81006,38.274831603793,-104.50433147706,0.8,34158 Us Hwy,Pueblo,CO,Pueblo County,81001
D J L AND SONS LLC,ASPEN SQUARE WINES & LIQUORS,Liquor Store (county), 07/16/2015,1712 SANTA FE DR,Pueblo,CO,810061448,38.245633918367,-104.57944020408,0.9,1712 Santa Fe Dr,Pueblo,CO,Pueblo County,81006
INDIAN SPRINGS LIQUOR MART LLC,INDIAN SPRINGS LIQUOR MART,Liquor Store (county), 03/13/2016,24920 E HWY 50,Pueblo,CO,810061449,38.273923942857,-104.53818675714,0.9,24920 State Hwy,Pueblo,CO,Pueblo County,81006
BRYANNACO INC,PUEBLO WEST CHEERS,Liquor Store (county), 03/31/2016,316 S MCCULLOCH BLVD,Pueblo West,CO,810072890,38.322323,-104.746016,0.9,316 S Mcculloch Blvd E,Pueblo,CO,Pueblo County,81007
ED KEE INC,WAREHOUSE LIQUOR MART OF P-WEST,Liquor Store (county), 09/14/2015,74 N MCCULLOCH BLVD #E,Pueblo West,CO,810074444,38.338757076923,-104.74235092308,1,74 N Mcculloch Blvd,Pueblo,CO,Pueblo County,81007
LENG JASON M,PURCELL BLVD LIQUOR,Liquor Store (county), 12/21/2015,198 PURCELL BLVD SUITE 170,Pueblo West,CO,81007,38.33087,-104.694628,1,198 Purcell Blvd,Pueblo,CO,Pueblo County,81007
P WEST WINE & SPIRITS INC,P WEST WINE & SPIRITS INC,Liquor Store (county), 05/31/2016,1021 N MARKET PLZA 104,PUEBLO WEST,CO,810071531,38.350002,-104.722755,0.27,0,Pueblo West,CO,Pueblo County,81007
PUEBLO WEST LIQUORS INC,DRIVE UP LIQUORS,Liquor Store (county), 08/17/2015,271 S JOE MARTINEZ,Pueblo West,CO,810072741,38.325835571429,-104.74368328571,0.9,271 Joe Martinez Blvd,Pueblo,CO,Pueblo County,81007
PINYON TREE LIQUORS INC,PINYON TREE LIQUORS,Liquor Store (city), 09/25/2016,321 MAIN ST SPACE 3&4,Rangely,CO,816482710,40.087560408163,-108.80675326531,1,321 W Main St,Rangely,CO,Rio Blanco County,81648
WILLIS RANGELY ENTERPRISES LLC,RANGELY LIQUOR STORE,Liquor Store (city), 03/29/2016,719 E MAIN ST,Rangely,CO,81648,40.08755,-108.79482142857,1,719 E Main St,Rangely,CO,Rio Blanco County,81648
RED CLIFF LIQUORS LLC,CLIFF LIQUORS,Liquor Store (city), 02/04/2016,104 WATER ST,Red Cliff,CO,816499900,39.51299575,-106.36829225,1,104 Water St,Red Cliff,CO,Eagle County,81649
MORIN & MORIN INC,SUNDANCE TRAIL GUEST RANCH,Liquor Store (county), 05/16/2016,17931 RED FEATHER LAKES RD,Red Feather Lakes,CO,80545,40.767132776271,-105.49579247458,1,17931 Red Feather Lakes Rd,Red Feather Lakes,CO,Larimer County,80545
RED FEATHER SUPER CORP,WESTLAKE LIQUOR,Liquor Store (county), 05/15/2016,137 COUNTY LAKE ROAD,RED FEATHER LAKES,CO,80545,40.81168,-105.55416,0.33,0,Red Feather Lakes,CO,Larimer County,80545
STOLTZ DELBERT,HILL TOP GENERAL STORE,Liquor Store (county), 02/18/2016,99 HIAWATHA RD,Red Feather Lakes,CO,80545,40.804612,-105.605214,1,99 Hiawatha Ct,Red Feather Lakes,CO,Larimer County,80545
TRADING POST LTD,THE RED FEATHER TRADING POST,Liquor Store (county), 06/08/2016,41 MAIN STREET,Red Feather Lakes,CO,80545,40.80153627907,-105.58967916279,0.9,41 Main St,Red Feather Lakes,CO,Larimer County,80545
FABIAN DAVID,MOTHERLODE LIQUOR,Liquor Store (city), 12/02/2015,5 N GLASGOW,RICO,CO,81332,37.690498,-108.03241,0.33,0,Rico,CO,Dolores County,81332
GMT ENT LLC,MOUNTAIN TOP LIQUOR,Liquor Store (city), 05/13/2016,235 SOUTH GLASGOW AVENUE,Rico,CO,81332,37.689362833333,-108.03136733333,0.9,235 S Glasgow Ave,Rico,CO,Dolores County,81332
CHAMBERLAIN KIMBERLY J,RIDGWAY LIQUORS,Liquor Store (city), 02/12/2016,580 SHERMAN ST,Ridgway,CO,81432,38.151430565217,-107.75736208696,1,580 Sherman St,Ridgway,CO,Ouray County,81432
DOUDT GREGORY M,SAN JUAN LIQUORS,Liquor Store (city), 02/06/2016,177 SHERMAN ST UNIT 105,RIDGWAY,CO,814329441,38.151422020408,-107.75117383673,1,177 Sherman St,Ridgway,CO,Ouray County,81432
VANDEN BRANDEN KAREN VANDEN BRANDEN MARK,HIGH SPIRITS,Liquor Store (city), 09/22/2015,141 US HWY 550,Ridgway,CO,81432,38.0857182,-107.7041626,1,141 Us Hwy,Ridgway,CO,Ouray County,81432
BOX I INC,JONS LIQUORS,Liquor Store (city), 12/01/2015,401 W SECOND ST,RIFLE,CO,816502803,39.531332,-107.786484,1,401 W 2nd St,Rifle,CO,Garfield County,81650
GMT INVESTMENTS LLC,BLACK BEAR LIQUORS,Liquor Store (city), 09/15/2015,1250 RAILROAD AVENUE,Rifle,CO,81650,39.54098305,-107.78339865,0.9,1250 Railroad Ave,Rifle,CO,Garfield County,81650
PLAZA LIQUORS LLC,PLAZA LIQUORS,Liquor Store (city), 08/20/2016,2000 RAILROAD AVE,RIFLE,CO,816503208,39.547399066667,-107.7833358,0.9,2000 Railroad Ave,Rifle,CO,Garfield County,81650
ROCKY MOUNTAINLIQUORS INC,ROCKY MOUNTAIN LIQUORS,Liquor Store (city), 08/24/2015,1735 RAILROAD AVE,RIFLE,CO,816503333,39.545312040404,-107.78345521212,0.9,1735 Railroad Ave,Rifle,CO,Garfield County,81650
TEDREX INC,CHOICE LIQUORS,Liquor Store (city), 07/20/2016,680 WAPITI CT,RIFLE,CO,81650,39.582273,-107.794723,0.33,0,Rifle,CO,Garfield County,81650
BB'S LIQUOR LLC,BB'S LIQUOR,Liquor Store (city), 03/16/2016,220 ELM AVE,Rocky Ford,CO,81067,38.057475923077,-103.72844484615,1,220 Elm Ave,Rocky Ford,CO,Otero County,81067
CORK BROTHERS INC,CORK BROTHERS LIQUOR,Liquor Store (city), 02/19/2016,1200 ELM AVENUE,Rocky Ford,CO,810671822,38.052143,-103.715291,0.9,1200 Elm St,Rocky Ford,CO,Otero County,81067
ESPINOZA PROPERTIES LLC,ROMEO LIQUORS,Liquor Store (city), 06/04/2016,103 MAIN STREET,Romeo,CO,81148,37.174257510204,-105.98688056122,0.8,103 Main St,Romeo,CO,Conejos County,81148
HAZARD ERNIE DHAZARD KAREN K,MOUNTAIN LIQUOR,Liquor Store (city), 11/11/2015,638 GUNNISON AVE,SAGUACHE,CO,81149,38.088739510204,-106.14106093878,1,638 Gunnison Ave,Saguache,CO,Saguache County,81149
CAHILL PROPERTIES INC,HIGH'S LIQUOR,Liquor Store (city), 01/21/2016,1435 E RAINBOW BLVD,Salida,CO,812013203,38.524051653061,-105.98799238776,1,1435 E Rainbow Blvd,Salida,CO,Chaffee County,81201
HIXON INC,ARLIE DALE'S JUG LIQUORS,Liquor Store (city), 12/29/2015,220 F STREET,Salida,CO,812012104,38.535267959184,-105.99278738776,1,220 F St,Salida,CO,Chaffee County,81201
KARLI 20 LLC,CELLAR WINE & SPIRITS,Liquor Store (city), 07/27/2015,7555 W HWY 50  UNIT A,Salida,CO,812019583,38.523568,-106.0190445,1,7555 W Us Hwy,Salida,CO,Chaffee County,81201
ROXYS BOTTLE SHOP INC,ROXY'S BOTTLE SHOP,Liquor Store (city), 10/06/2015,102 E RAINBOW BLVD,SALIDA,CO,812012518,38.524125105263,-106.00350868421,1,102 E Rainbow Blvd,Salida,CO,Chaffee County,81201
SEAN & MARCY PUMMILL LLC,PARTY SPIRITS,Liquor Store (city), 10/17/2015,348 W 1ST ST,SALIDA,CO,812011602,38.537619785714,-105.99355042857,1,348 W 1st St,Salida,CO,Chaffee County,81201
MEDINA LEROY A MEDINA LORRAINE C,MEDINA'S LIQUOR,Liquor Store (city), 01/07/2016,359 MAIN ST,San Luis,CO,81152,37.198818227273,-105.42634672727,1,359 Main St,San Luis,CO,Costilla County,81152
PADILLA AUGUSTIN,GUS'S LIQUOR,Liquor Store (city), 12/31/2015,LOT 11 BLK 2,San Luis,CO,81152,37.106599,-105.47813,1,0,San Luis,CO,Costilla County,81152
TRUJILLO MARY HELEN,GARCIA DRIVE THRU LIQUOR STORE,Liquor Store (county), 01/23/2016,132 COUNTY RD 13.2,San Luis,CO,81152,37.106599,-105.47813,0.33,0,San Luis,CO,Costilla County,81152
RAEL JOSEPHINEVIGIL DORICE,LA VALLEY LIQUOR,Liquor Store (county), 09/04/2015,SW 1/2 NE 1/4 SC34T2R,SAN PABLO,CO,81153,37.202995,-105.418718,1,0,San Pablo,CO,Costilla County,81153
BUCKNELL VENTURES II LLC,SAWPIT LIQUOR,Liquor Store (city), 09/11/2016,20643 HIGHWAY 145,SAWPIT,CO,81430,38.000771,-108.036352,0.8, State Hwy,Placerville,CO,San Miguel County,81430
SECURITY DISCOUNT LIQUORS LLC,SECURITY DISCOUNT LIQUORS,Liquor Store (county), 08/11/2016,314 MAIN ST,Security,CO,809111713,38.752611571429,-104.74179614286,1,314 Main St,Colorado Springs,CO,El Paso County,80911
BAINS INDER S,SEDALIA LIQUOR,Liquor Store (county), 12/10/2015,5587 HWY 85,Sedalia,CO,80135,39.450729714286,-104.97683171429,1,5587 Us Hwy,Sedalia,CO,Douglas County,80135
RD'S LLC,RD'S LLC,Liquor Store (city), 08/28/2016,127 MAIN ST,SEDGWICK,CO,807499433,40.934683142857,-102.52361853061,1,127 Main Ave,Sedgwick,CO,Sedgwick County,80749
RINGO PATTI L,PATTIS LIQUOR,Liquor Store (county), 12/31/2015,LOT 1 BLK 3&4,Segundo,CO,81070,37.125298,-104.755547,0.8,0,Segundo,CO,Las Animas County,81070
ROCKIN B LIQUOR LLC,ROCKIN B LIQUOR LLC,Liquor Store (city), 04/01/2016,300 CHICAGO AVE,SEIBERT,CO,80834,39.298728,-102.873726,1,300 Chicago St,Seibert,CO,Kit Carson County,80834
SCOTCH PINE LIQUOR INC,SCOTCH PINE LIQUOR,Liquor Store (city), 02/08/2016,385 W 4TH AVE UNIT A,SEVERANCE,CO,80546,40.523372,-104.848538,0.8, E 4th Ave,Eaton,CO,Weld County,80615
DANNYS LIQUORS LTD,SOUTH FEDERAL DISCOUNT LIQUORS,Liquor Store (city), 10/31/2015,3378 S FEDERAL BLVD,Sheridan,CO,801101947,39.655626102041,-105.02527377551,1,3378 S Federal Blvd,Englewood,CO,Arapahoe County,80110
FRIENDSHIP LIQUOR LLC,BRONCOS LIQUOR,Liquor Store (city), 12/01/2015,4390 S FEDERAL BLVD,Sheridan,CO,80110,39.636950571429,-105.02536542857,1,4390 S Federal Blvd,Englewood,CO,Arapahoe County,80110
JAY TEE ENTERPRISES LLC,HAMPDEN WAREHOUSE LIQUORMART,Liquor Store (city), 04/17/2016,3371 W HAMPDEN AVE,Sheridan,CO,80110,39.653280525253,-105.03138253535,0.9,3371 W Hampden Ave,Englewood,CO,Arapahoe County,80110
SHERIDAN LIQUORS INC,HB LIQUORS,Liquor Store (city), 04/21/2016,4020 RIVER POINT PARKWAY,SHERIDAN,CO,80110,39.924103,-105.041095,0.8, Rivera St,Broomfield,CO,Adams County,80020
TEKLEHAYMANOT DEMISSIE S,MARY A'S LIQUOR,Liquor Store (city), 10/27/2015,2496 W HAMPDEN AVE,Sheridan,CO,801101902,39.65302237931,-104.95794795977,0.9,2496 E Hampden Ave,Englewood,CO,Arapahoe County,80110
COLUMBINE LIQUOR INC,COLUMBINE LIQUOR INC,Liquor Store (city), 07/22/2016,840 MAIN ST,SILT,CO,81652,39.547040217391,-107.65403413043,1,840 Main St,Silt,CO,Garfield County,81652
JGRJ ENTERPRISES INCORPORATED,SILT DISCOUNT LIQUOR,Liquor Store (city), 07/16/2016,710 MAIN STREET UNIT 101,Silt,CO,816528634,39.547025122449,-107.65564046939,1,710 Main St,Silt,CO,Garfield County,81652
SQUIRE RICHARD F,LIQUOR CABINET THE,Liquor Store (city), 04/14/2016,100 E MAIN ST,SILVER CLIFF,CO,812529527,38.136079,-105.471389,1,100 Main St,Westcliffe,CO,Custer County,81252
DANCORP INC,PORKY'S LIQUOR,Liquor Store (city), 12/17/2015,293 SUMMIT PL,Silverthorne,CO,80498,39.662084,-106.080663,0.8, Summit Dr,Silverthorne,CO,Summit County,80498
LOCALS LIQUORS LLC,LOCAL LIQUORS,Liquor Store (city), 10/26/2015,358 BLUE RIVER PKWY UNIT H,Silverthorne,CO,80498,39.634480060606,-106.07543027273,1,358 Blue River Pkwy,Silverthorne,CO,Summit County,80498
SILVERTHORNE DISCOUNT LIQUORS LLC,PLAIN JANE LIQUORS,Liquor Store (city), 12/17/2015,191 BLUE RIVER PARKWAY,Silverthorne,CO,80498,39.646983204082,-106.07843116327,0.9,191 Blue River Cir,Silverthorne,CO,Summit County,80498
WILDERNEST LIQUORS LLC,WILDERNEST LIQUORS,Liquor Store (county), 04/02/2016,11 FAWN CT,Silverthorne,CO,80498,39.61898175,-106.074017,1,11 Fawn Ct,Silverthorne,CO,Summit County,80498
PERINO ROY RPERINO EVELYN J,SILVERTON LIQUORS,Liquor Store (city), 12/05/2015,857 GREENE ST,Silverton,CO,81433,37.808746857143,-107.66706357143,1,857 Greene St,Silverton,CO,San Juan County,81433
BACKROADS LIQUOR LLC,BACKROADS LIQUOR,Liquor Store (city), 08/04/2015,229 SIOUX AVE,Simla,CO,80835,39.143545428571,-104.08516657143,1,229 Sioux Ave,Simla,CO,Elbert County,80835
SNOWMASS RANCH LIQUORS LLC,SNOWMASS RANCH LIQUORS,Liquor Store (county), 07/29/2015,26808 HWY 82,Snowmass,CO,81654,39.304845,-106.933288,0.8, State Hwy,Snowmass,CO,Pitkin County,81654
SUNDANCE DRUG CORP,SUNDANCE,Liquor Store (city), 04/11/2016,"0016 KEARNS RD STE101,104,115/116c",Snowmass Village,CO,816159999,39.2105350625,-106.94709585417,1,0016 Kearns Rd,Aspen,CO,Pitkin County,81611
VILLAGE LIQUORS OF SNOWMASS INC,DALY BOTTLE SHOP,Liquor Store (city), 09/10/2015,"SNOWMASS MALL, SUITE 215",Snowmass Village,CO,81615,39.399716,-107.206774,1, Snowmass Dr,Carbondale,CO,Garfield County,81623
DARROW SUMNER C & DARROW BEVERLY J,WOLF CREEK LIQUORS,Liquor Store (city), 10/21/2015,0098 HYW 149,SOUTH FORK,CO,81154,37.638307,-106.597775,0.33,0,South Fork,CO,Rio Grande County,81154
